YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
2008,security expert,5/28/2008,Consultant,Fred Burton
2008,Adviser,5/29/2008,Consultant,Richard A. Clarke
2008,former majority leader,5/5/2008,Politician,Harry Reid
2008,journalist,5/6/2008,Media,Fareed Zakaria
2008,us senator,5/7/2008,Politician,John McCain
2008,professor,5/8/2008,Academic,David D. Perlmutter
2008,activist,6/10/2008,Advocacy,Ralph Reed
2008,author,6/11/2008,Media,Rick Shenkman
2008,Journalist,6/12/2008,Media,Richard Engel
2008,attorney,6/16/2008,Misc,David Iglesias
2008,Journalist,6/17/2008,Media,Lara Logan
2008,actor,6/18/2008,Acting,Steve Carell
2008,actor,6/19/2008,Acting,Mike Myers
2008,Former White House Press Secretary,6/2/2008,Political Aide,Scott McClellan
2008,actor,6/23/2008,Acting,James McAvoy
2008,journalist,6/24/2008,Media,James Harding
2008,rock band,6/25/2008,Musician,Coldplay
2008,Broadcaster,6/26/2008,Media,Ted Koppel
2008,humorist,6/3/2008,Media,David Sedaris
2008,broadcaster,6/4/2008,Media,Barbara Walters
2008,actor,6/5/2008,Acting,Adam Sandler
2008,former us senator,6/9/2008,Politician,Jim Webb
2008,journalist,7/14/2008,Media,Andrew Ward
2008,actor,7/15/2008,Acting,Pierce Brosnan
2008,analyst,7/16/2008,Consultant,Kenneth Pollack
2008,actress,7/17/2008,Acting,Maggie Gyllenhaal
2008,Author,7/21/2008,Media,Richard Bitner
2008,actor,7/22/2008,Acting,Will Ferrell and John C. Reilly
2008,actor,7/22/2008,Acting,Will Ferrell and John C. Reilly
2008,author,7/23/2008,Media,T.J. English
2008,television host,7/24/2008,Media,Geo Beach
2008,former speaker of the the house,7/28/2008,Politician,Rep. Nancy Pelosi
2008,author,7/29/2008,Media,Bill Bishop
2008,author,7/30/2008,Media,Ben Wattenberg
2008,journalist,7/31/2008,Media,Brian Williams
2008,Journalist,8/11/2008,Media,Ron Suskind
2008,former us senator,8/12/2008,Politician,Mel Martinez
2008,journalist,8/13/2008,Media,Philip P. Pan
2008,actor,8/14/2008,Acting,Ben Stiller
2008,United States Senator,8/26/2008,Politician,Tim Kaine
2008,former governor of vermont,8/27/2008,Politician,Howard Dean
2008,former senator,8/28/2008,Politician,Evan Bayh
2008,0,8/29/2008,NA,(no guest)
2008,actor,8/4/2008,Acting,Dennis Hopper
2008,actor,8/5/2008,Acting,Seth Rogen
2008,us senator,8/6/2008,Politician,Chuck Schumer
2008,television host,8/7/2008,Media,David Gregory
2008,journalist,9/15/2008,Media,Barton Gellman
2008,Comedian,9/16/2008,Comedy,Ricky Gervais
2008,actress,9/17/2008,Acting,Charlize Theron
2008,Former British Prime Minister,9/18/2008,Politician,Tony Blair
2008,journalist,9/2/2008,Media,Brian Williams
2008,us president,9/23/2008,Politician,Bill Clinton
2008,film actor,9/24/2008,Acting,Aaron Eckhart
2008,journalist,9/25/2008,Media,Bob Schieffer
2008,journalist,9/29/2008,Media,Hooman Majd
2008,Former U.S. Representative,9/3/2008,Politician,Newt Gingrich
2008,comedian,9/30/2008,Comedy,Bill Maher
2008,Former Governor of Arkansas,9/4/2008,Politician,Mike Huckabee
2008,0,9/5/2008,NA,(no guest)
2009,author,1/12/2009,Media,Maxwell Kennedy
2009,actor,1/13/2009,Acting,Daniel Craig
2009,journalist,1/14/2009,Media,Fareed Zakaria
2009,editor,1/15/2009,Media,Bethany McLean
2009,JOURNALIST,1/19/2009,Media,Abderrahim Foukara
2009,canon,1/20/2009,Clergy,Rt. Rev. V. Gene Robinson
2009,correspondent,1/21/2009,Media,David Sanger
2009,actor,1/22/2009,Acting,Liam Neeson
2009,presidnet,1/26/2009,Politician,President Jimmy Carter
2009,journalist,1/27/2009,Media,Gwen Ifill
2009,Astrophysicist,1/28/2009,Science,Neil DeGrasse Tyson
2009,Political Scientist,1/29/2009,Consultant,P. W. Singer
2009,television host,1/5/2009,Media,David Gregory
2009,Author,1/6/2009,Media,Michael Wolff
2009,television host,1/7/2009,Media,Rachel Maddow
2009,former white house press secretary,1/8/2009,Political Aide,Dana Perino
2009,comedian,10/1/2009,Comedy,Joy Behar
2009,former governor of arizona,10/12/2009,Politician,Janet Napolitano
2009,aviator,10/13/2009,Misc,Chesley Sullenberger
2009,author,10/14/2009,Media,Barbara Ehrenreich
2009,author,10/15/2009,Media,Jennifer Burns
2009,Stand-up comedian,10/26/2009,Comedy,Susie Essman
2009,economist,10/27/2009,Academic,Steven Levitt
2009,activist,10/28/2009,Advocacy,Dr. Mustafa Barghouti and Anna Baltzer
2009,public speaker,10/28/2009,Misc,Dr. Mustafa Barghouti and Anna Baltzer
2009,Comedian,10/29/2009,Comedy,Wanda Sykes
2009,Author,10/5/2009,Media,Sarah Vowell
2009,United States Secretary of the Navy,10/6/2009,Politician,Ray Mabus
2009,Innovator,10/7/2009,Academic,William Kamkwamba
2009,television host,10/8/2009,Media,David Gregory
2009,Tennis player,11/10/2009,Athletics,Serena Williams
2009,musician,11/11/2009,Musician,Clarence Clemons
2009,primatologist,11/12/2009,Science,Jane Goodall
2009,journalist,11/16/2009,Media,Jake Adelstein
2009,vice president,11/17/2009,Politician,Joe Biden
2009,television personality,11/18/2009,Media,Lou Dobbs
2009,rock band,11/19/2009,Musician,Jack's Mannequin
2009,us senator,11/2/2009,Politician,Bob Menendez
2009,political strategist,11/3/2009,Consultant,David Plouffe
2009,Journalist,11/30/2009,Media,Maziar Bahari
2009,former vice president,11/4/2009,Politician,Al Gore
2009,United States Ambassador to the United Nations,11/5/2009,Government,Susan Rice
2009,Former United States Senator,11/9/2009,Politician,Kit Bond
2009,journalist,12/1/2009,Media,Thomas Friedman
2009,journalist,12/10/2009,Media,Gwen Ifill
2009,actress,12/14/2009,Acting,Sigourney Weaver
2009,Former United States Secretary of Transportation,12/15/2009,Politician,Ray LaHood
2009,actor,12/16/2009,Acting,Hugh Grant
2009,Professional Road Racing Cyclist,12/2/2009,Athletics,Lance Armstrong
2009,Journalist,12/3/2009,Media,Michael Specter
2009,journalist,12/7/2009,Media,Dan Rather
2009,Former Governor of Arkansas,12/8/2009,Politician,Mike Huckabee
2009,journalist,12/9/2009,Media,Andrew Ross Sorkin
2009,journalist,2/10/2009,Media,Thomas Ricks
2009,professor,2/11/2009,Academic,Daniel Sperling
2009,former governor of new hampshire,2/12/2009,Politician,John Sununu
2009,former director of the national economic counscil,2/2/2009,Government,Lawrence Lindsey
2009,business magnate,2/23/2009,Business,Jeff Bezos
2009,Comedian,2/24/2009,Comedy,Ricky Gervais
2009,actor,2/25/2009,Acting,Tom Selleck
2009,journalist,2/26/2009,Media,Brian Williams
2009,actor,2/3/2009,Acting,Dev Patel
2009,author,2/4/2009,Media,Karen Greenberg
2009,Author,2/5/2009,Media,Randall Balmer
2009,Writer,2/9/2009,Media,Walter Isaacson
2009,author,3/10/2009,Media,Craig Mullaney
2009,actor,3/11/2009,Acting,Paul Rudd
2009,television personality,3/12/2009,Media,Jim Cramer
2009,military,3/16/2009,Military,Gen. Richard B. Myers
2009,actor,3/17/2009,Acting,Ian McShane
2009,Entrepreneur,3/18/2009,Business,Nandan Nilekani
2009,musician,3/19/2009,Musician,Bruce Springsteen
2009,scientist,3/2/2009,Science,Harold Varmus
2009,Former Associate Justice of the Supreme Court of the United States,3/3/2009,Government,Sandra Day O'Connor
2009,commentator,3/30/2009,Media,Jack Cafferty
2009,actor,3/31/2009,Acting,Seth Rogen
2009,journalist,3/4/2009,Media,Joe Nocera
2009,actor,3/5/2009,Acting,Billy Crudup
2009,author,3/9/2009,Media,Nathaniel Frank
2009,Former Director of the Office of Management and Budget,4/1/2009,Government,Peter R. Orszag
2009,Baseball athlete,4/14/2009,Athletics,Ron Darling
2009,us senator,4/15/2009,Politician,Elizabeth Warren
2009,actor,4/16/2009,Acting,Ben Affleck
2009,Author,4/2/2009,Media,Tom Zoellner
2009,Professor,4/20/2009,Academic,Reza Aslan
2009,president of liberia,4/21/2009,Politician,Ellen Johnson Sirleaf
2009,author,4/22/2009,Media,Philip Alcabes
2009,Historian,4/23/2009,Academic,Richard Beeman
2009,lawyer,4/27/2009,Misc,Christine Lagarde
2009,journalist,4/28/2009,Media,Clifford May
2009,biographer,4/29/2009,Media,Doris Kearns Goodwin
2009,actor,4/30/2009,Acting,Hugh Jackman
2009,actor,4/6/2009,Acting,Michael J. Fox
2009,first lady of egypt,4/7/2009,Politician,Jehan Al Sadat
2009,Minority Leader of the United States House of Representatives,4/8/2009,Politician,Nancy Pelosi
2009,Writer,4/9/2009,Media,William D. Cohan
2009,scholar,5/11/2009,Academic,Frank Partnoy
2009,actor,5/12/2009,Acting,Tom Hanks
2009,author,5/13/2009,Media,Husain Haqqani
2009,EPA administrator,5/14/2009,Government,Lisa P. Jackson
2009,Racing driver,5/18/2009,Athletics,Sarah Fisher
2009,Former U.S. Representative,5/19/2009,Politician,Newt Gingrich
2009,attorney,5/20/2009,Misc,Elizabeth Edwards
2009,television host,5/21/2009,Media,Larry King
2009,actor,5/4/2009,Acting,Denis Leary
2009,journalist,5/5/2009,Media,Fareed Zakaria
2009,white house sommunications director,5/6/2009,Political Aide,George Stephanopoulos
2009,Former United States Secretary of the Interior,5/7/2009,Politician,Ken Salazar
2009,journalist,6/1/2009,Media,Bob Woodruff
2009,Businessman,6/10/2009,Business,Saad Mohseni
2009,journalist,6/11/2009,Media,Katie Couric
2009,actor,6/15/2009,Acting,Ed Helms
2009,Writer,6/16/2009,Media,Tom Folsom
2009,Journalist,6/17/2009,Media,Peter Laufer
2009,Former Governor of Arkansas,6/18/2009,Politician,Mike Huckabee
2009,Political satirist,6/2/2009,Media,P.J. O'Rourke
2009,basketball player,6/22/2009,Athletics,Bill Russell
2009,Comedian,6/23/2009,Comedy,Larry David
2009,Professor,6/24/2009,Academic,Reza Aslan
2009,actress,6/25/2009,Acting,Cameron Diaz
2009,Neurologist,6/29/2009,Science,Oliver Sacks
2009,Author,6/3/2009,Media,Michael Lewis
2009,Author,6/30/2009,Media,Mike Kim
2009,actor,6/4/2009,Acting,Will Ferrell
2009,singer,6/8/2009,Musician,Gretchen Peters
2009,Financier,6/9/2009,Business,Peter Schiff
2009,journalist,7/1/2009,Media,Justin Fox
2009,former us representative,7/13/2009,Politician,Barney Frank
2009,professor,7/14/2009,Academic,Peter Mancall
2009,former hhs secretary,7/15/2009,Politician,Kathleen Sebelius
2009,commentator,7/16/2009,Media,Robert Glennon
2009,Screenwriter,7/2/2009,Media,Robert Kenner
2009,journalist,7/20/2009,Media,Brian Williams
2009,Former United States Secretary of Energy,7/21/2009,Politician,Steven Chu
2009,actor,7/22/2009,Acting,Kevin Nealon
2009,Sports Columnist,7/23/2009,Media,Sally Jenkins
2009,commentator,7/27/2009,Media,Bill Kristol
2009,Band,7/28/2009,Musician,Spinal Tap
2009,lawyer,7/29/2009,Misc,John R. Bolton
2009,screenwriter,7/30/2009,Media,Judd Apatow
2009,author,8/10/2009,Media,Douglas Brinkley
2009,economist,8/11/2009,Academic,Austan Goolsbee
2009,author,8/12/2009,Media,Larry Lawton (skit)[4] and Jeff Sharlet (interview)
2009,journalist,8/12/2009,Media,Larry Lawton (skit)[4] and Jeff Sharlet (interview)
2009,actress,8/13/2009,Acting,Rachel McAdams
2009,stand-up comedian,8/17/2009,Comedy,David Cross
2009,author,8/18/2009,Media,Christopher McDougall
2009,Consultant,8/19/2009,Political Aide,Tim Gunn
2009,american politician,8/20/2009,Politician,Betsy McCaughey
2009,Journalist,8/3/2009,Media,Ronald Kessler
2009,former us representative,8/4/2009,Politician,Henry Waxman (D-CA)
2009,actor,8/5/2009,Acting,Paul Giamatti
2009,swimmer,8/6/2009,Athletics,Dara Torres
2009,basketball player,9/14/2009,Athletics,LeBron James
2009,actor,9/15/2009,Acting,Matt Damon
2009,Comedian,9/16/2009,Comedy,Ricky Gervais
2009,president,9/17/2009,Politician,President Bill Clinton
2009,Academic,9/22/2009,Academic,Vali Nasr
2009,Former Governor of Pennsylvania,9/23/2009,Politician,Tom Ridge
2009,Former Governor of Illinois,9/24/2009,Politician,Rod Blagojevich
2009,professor,9/28/2009,Academic,Bruce Bueno de Mesquita
2009,Former U.S. Congressman,9/29/2009,Politician,Ron Paul
2009,writer,9/30/2009,Media,Jon Krakauer
2010,lawyer,1/11/2010,Misc,John Yoo
2010,Editor,1/12/2010,Media,Paul Ingrassia
2010,musician,1/13/2010,Musician,Ringo Starr and The Ben Harper Band
2010,rock band,1/13/2010,Musician,Ringo Starr and The Ben Harper Band
2010,Journalist,1/14/2010,Media,Tom Brokaw
2010,comptroller of the us,1/18/2010,Government,David M. Walker
2010,actor,1/19/2010,Acting,Colin Firth
2010,writer,1/20/2010,Media,Jim Wallis
2010,actress,1/21/2010,Acting,Julie Andrews
2010,busines magnate,1/25/2010,Business,Bill Gates
2010,us senator,1/26/2010,Politician,Elizabeth Warren
2010,journalist,1/27/2010,Media,Ethan Watters
2010,biographer,1/28/2010,Media,Doris Kearns Goodwin
2010,Author,1/4/2010,Media,Michael Pollan
2010,film director,1/5/2010,Media,George Lucas
2010,military,1/6/2010,Military,Michael Mullen
2010,actress,1/7/2010,Acting,Maggie Gyllenhaal
2010,stunt perfomrer,10/11/2010,Acting,Johnny Knoxville
2010,former mjority leader,10/12/2010,Politician,Eric Cantor
2010,former us secretary of state,10/13/2010,Politician,Condoleezza Rice
2010,writer,10/14/2010,Media,David Rakoff
2010,economist,10/25/2010,Academic,Austan Goolsbee
2010,Former United States Senator,10/26/2010,Politician,Ted Kaufman
2010,president,10/27/2010,Politician,President Barack Obama
2010,NA,10/28/2010,NA,none
2010,Author,10/4/2010,Media,Sam Harris
2010,actor,10/5/2010,Acting,Bruce Willis
2010,Writer,10/6/2010,Media,Philip Dray
2010,actress,10/7/2010,Acting,Naomi Watts
2010,Stand-up comedian,11/1/2010,Comedy,Zach Galifianakis
2010,Professional Wrestler,11/10/2010,Athletics,Mick Foley
2010,actress,11/11/2010,Acting,Rosario Dawson
2010,Track and field athlete,11/15/2010,Athletics,Marion Jones
2010,editor,11/16/2010,Media,Bethany McLean and Joe Nocera
2010,journalist,11/16/2010,Media,Bethany McLean and Joe Nocera
2010,rapper,11/17/2010,Musician,Jay-Z
2010,Lawyer,11/18/2010,Misc,Philip K. Howard
2010,Historian,11/2/2010,Academic,Michael Beschloss
2010,actor,11/29/2010,Acting,Judah Friedlander
2010,television host,11/3/2010,Media,Chris Wallace
2010,Author,11/30/2010,Media,Susan Casey
2010,humorist,11/4/2010,Media,David Sedaris
2010,Former Governor of Texas,11/8/2010,Politician,Rick Perry
2010,actor,11/9/2010,Acting,Harrison Ford
2010,musician,12/1/2010,Musician,Sting
2010,former british prime minister,12/13/2010,Politician,Gordon Brown
2010,Comedian,12/14/2010,Comedy,Ricky Gervais
2010,actor,12/15/2010,Acting,Paul Rudd
2010,Former Governor of Arkansas,12/16/2010,Politician,Mike Huckabee
2010,Author,12/2/2010,Media,Stacy Schiff
2010,military officer,12/6/2010,Military,Hugh Shelton
2010,actor,12/7/2010,Acting,Seth Green
2010,actress,12/8/2010,Acting,Michelle Williams
2010,writer,12/9/2010,Media,Edmund Morris
2010,economist,2/1/2010,Academic,Austan Goolsbee
2010,Baseball player,2/10/2010,Athletics,Willie Mays
2010,actor,2/11/2010,Acting,Lee Daniels
2010,journalist,2/2/2010,Media,Brian Williams
2010,Comedian,2/22/2010,Comedy,Ricky Gervais
2010,comedian,2/23/2010,Comedy,Jeff Garlin
2010,actor,2/24/2010,Acting,Tracy Morgan
2010,us representative,2/25/2010,Politician,Rep. James Clyburn
2010,surgeon,2/3/2010,Science,Atul Gawande
2010,former us representative,2/4/2010,Politician,Anthony Weiner
2010,investment banker,2/8/2010,Business,Jenny Sanford
2010,Former U.S. Representative,2/9/2010,Politician,Newt Gingrich
2010,Astrophysicist,3/1/2010,Science,Neil DeGrasse Tyson
2010,comedian,3/10/2010,Comedy,Jerry Seinfeld
2010,journalist,3/11/2010,Media,Eamon Javers
2010,Author,3/15/2010,Media,Michael Lewis
2010,actor,3/16/2010,Acting,Jude Law
2010,actor,3/17/2010,Acting,Snoop Dogg
2010,former governor of washington,3/18/2010,Politician,Gary Locke
2010,actor,3/2/2010,Acting,Robert Pattinson
2010,actor,3/29/2010,Acting,Ben Stiller
2010,Writer,3/3/2010,Media,Lynne Olson
2010,actor,3/30/2010,Acting,Robin Williams
2010,Journalist,3/31/2010,Media,Roxana Saberi
2010,actor,3/4/2010,Acting,Scott Patterson
2010,accountant,3/8/2010,Misc,Harry Markopolos
2010,Author,3/9/2010,Media,Marc Thiessen
2010,television host,4/1/2010,Media,Liz Claman
2010,actor,4/12/2010,Acting,Bryan Cranston
2010,television host,4/13/2010,Media,Rachel Maddow
2010,Diplomat,4/14/2010,Government,Richard Burt
2010,actor,4/15/2010,Acting,Tracy Morgan
2010,us representative,4/19/2010,Politician,John Dingell
2010,author,4/20/2010,Media,John M. O'Hara
2010,author,4/21/2010,Media,Fred Pearce
2010,actress,4/22/2010,Acting,Zoe Saldana
2010,EPA administrator,4/26/2010,Government,Lisa P. Jackson
2010,author,4/27/2010,Media,Richard Whittle
2010,Former Mayor of Cincinnati,4/28/2010,Politician,Ken Blackwell
2010,actor,4/29/2010,Acting,Michael Caine
2010,Professor,4/5/2010,Academic,Reza Aslan
2010,author,4/6/2010,Media,Captain Richard Phillips
2010,actor,4/7/2010,Acting,Steve Carell
2010,journalist,4/8/2010,Media,David Remnick
2010,historian,5/10/2010,Academic,Jack Rakove
2010,Journalist,5/11/2010,Media,Sebastian Junger
2010,Director,5/12/2010,Media,Michael Patrick King
2010,political scientist,5/13/2010,Consultant,Ian Bremmer
2010,journalist,5/3/2010,Media,Jonathan Eig
2010,Former First Lady of the United States,5/4/2010,Politician,Rosalynn Carter
2010,editor,5/5/2010,Media,Jon Meacham
2010,Chef,5/6/2010,Misc,Mario Batali
2010,aei president,6/1/2010,Advocacy,Arthur C. Brooks
2010,Former Governor of Minnesota,6/10/2010,Politician,Tim Pawlenty
2010,actress,6/14/2010,Acting,Betty White
2010,professor,6/15/2010,Academic,James M. Tabor
2010,comedian,6/16/2010,Comedy,Louis C.K.
2010,former us senator,6/17/2010,Politician,Fred Thompson
2010,actor,6/2/2010,Acting,Morgan Freeman
2010,film director,6/21/2010,Media,Josh Fox
2010,actress,6/22/2010,Acting,Cameron Diaz
2010,physician,6/23/2010,Science,Dr. Connie Mariano
2010,actor,6/24/2010,Acting,Adam Sandler and Chris Rock
2010,comedian,6/24/2010,Comedy,Adam Sandler and Chris Rock
2010,former senior advisor to the presidnet,6/28/2010,Political Aide,David Axelrod
2010,actor,6/29/2010,Acting,Helen Mirren
2010,actor,6/3/2010,Acting,Jonah Hill
2010,soccer player,6/30/2010,Athletics,Landon Donovan and Bob Bradley
2010,soccer manager,6/30/2010,Athletics,Landon Donovan and Bob Bradley
2010,actor,6/7/2010,Acting,John C. Reilly
2010,author,6/8/2010,Media,Christopher Hitchens
2010,Geneticist,6/9/2010,Academic,Spencer Wells
2010,author,7/1/2010,Media,Jere Van Dyk
2010,Author,7/26/2010,Media,William Rosen
2010,journalist,7/27/2010,Media,Fareed Zakaria
2010,writer,7/28/2010,Media,Robert O'Connell
2010,actor,7/29/2010,Acting,Liev Schreiber
2010,actor,7/5/2010,Acting,Denis Leary
2010,actress,7/6/2010,Acting,Julianne Moore
2010,writer,7/7/2010,Media,Daniel Okrent
2010,Novelist,7/8/2010,Media,Marilynne Robinson
2010,actor,8/10/2010,Acting,Jason Bateman
2010,actress,8/11/2010,Acting,Laura Linney
2010,rock band,8/12/2010,Musician,Arcade Fire
2010,actress,8/16/2010,Acting,Emma Thompson
2010,former us representative,8/17/2010,Politician,Dick Armey
2010,author,8/18/2010,Media,Edward P. Kohn
2010,actress,8/19/2010,Acting,Jennifer Aniston
2010,Author,8/2/2010,Media,Mary Roach
2010,Former Governor of Illinois,8/23/2010,Politician,Rod Blagojevich
2010,journalist,8/24/2010,Media,Brian Williams
2010,actress,8/25/2010,Acting,Drew Barrymore
2010,Former Mayor of New York City,8/26/2010,Politician,Michael Bloomberg
2010,actor,8/3/2010,Acting,Will Ferrell (The interview also featured Rob Riggle
2010,journalist,8/4/2010,Media,Bruce B. Henderson
2010,university professor,8/5/2010,Academic,Akbar Ahmed
2010,actor,9/13/2010,Acting,Ben Affleck
2010,Former British Prime Minister,9/14/2010,Politician,Tony Blair
2010,actor,9/15/2010,Acting,Jon Hamm
2010,president,9/16/2010,Politician,President Bill Clinton
2010,presidnet,9/20/2010,Politician,President Jimmy Carter
2010,actress,9/21/2010,Acting,Sigourney Weaver
2010,actor,9/22/2010,Acting,Edward Norton
2010,king,9/23/2010,Politician,H.M. Abdullah II
2010,television host,9/27/2010,Media,Bill O'Reilly
2010,author,9/28/2010,Media,Arianna Huffington
2010,journalist,9/29/2010,Media,Linda Polman
2010,singer-songwriter,9/30/2010,Musician,Justin Timberlake
2010,Consultant,9/7/2010,Political Aide,Tim Gunn
2010,United States Senator,9/8/2010,Politician,Tim Kaine
2010,Columnist,9/9/2010,Media,Meghan McCain
2011,actor,1/10/2011,Acting,Denis Leary
2011,actor,1/11/2011,Acting,Colin Firth
2011,Former Governor of Minnesota,1/12/2011,Politician,Tim Pawlenty
2011,Film director,1/13/2011,Media,Ron Howard
2011,Broadcaster,1/17/2011,Media,Peter Bergen
2011,Astrophysicist,1/18/2011,Science,Neil deGrasse Tyson
2011,Baseball player,1/19/2011,Athletics,Paul Clemens
2011,political satirist,1/20/2011,Media,Kambiz Hosseini and Saman Arbabi
2011,journalist,1/20/2011,Media,Kambiz Hosseini and Saman Arbabi
2011,author,1/24/2011,Media,Anand Giridharadas
2011,actor,1/25/2011,Acting,James Franco
2011,journalist,1/26/2011,Media,Jonathan Alter
2011,Business magnate,1/27/2011,Business,T. Boone Pickens
2011,actor,1/3/2011,Acting,Paul Giamatti
2011,busines magnate,1/31/2011,Business,Bill Gates
2011,United States Senator,1/4/2011,Politician,Kirsten Gillibrand
2011,internet entrepreneur,1/5/2011,Business,Jimmy Wales
2011,Stand-up comedian,1/6/2011,Comedy,Patton Oswalt
2011,journalist,10/17/2011,Media,Ellen Schultz
2011,journalist,10/18/2011,Media,Calvin Trillin
2011,minister,10/19/2011,Clergy,Al Sharpton
2011,Journalist,10/20/2011,Media,Richard Brookhiser
2011,Puppeteer,10/24/2011,Media,Kevin Clash
2011,Writer,10/25/2011,Media,Walter Isaacson
2011,physicist,10/26/2011,Science,Lisa Randall
2011,legal analyst,10/27/2011,Misc,Andrew Napolitano
2011,journalist,10/3/2011,Media,Thomas Friedman
2011,actress,10/31/2011,Acting,Mindy Kaling
2011,Author,10/4/2011,Media,Michael Lewis
2011,actor,10/5/2011,Acting,Hugh Jackman
2011,actor,10/6/2011,Acting,Jason Sudeikis
2011,former us secretary of state,11/1/2011,Politician,Condoleezza Rice
2011,actor,11/10/2011,Acting,Adam Sandler
2011,peace activist,11/14/2011,Advocacy,Leymah Gbowee
2011,Astronaut,11/15/2011,Science,Mark Kelly
2011,film actress,11/16/2011,Acting,Diane Keaton
2011,Director,11/17/2011,Media,Martin Scorsese
2011,Journalist,11/2/2011,Media,Tom Brokaw
2011,Author,11/28/2011,Media,Merrill Markoe
2011,actress,11/29/2011,Acting,Betty White
2011,singer-songwriter,11/3/2011,Musician,Brad Paisley
2011,singer-songwriter,11/30/2011,Musician,Bono
2011,actor,11/7/2011,Acting,Clint Eastwood
2011,us president,11/8/2011,Politician,Bill Clinton
2011,Minority Leader of the United States House of Representatives,11/9/2011,Politician,Nancy Pelosi
2011,sportscaster,12/1/2011,Media,Bob Costas
2011,chef,12/12/2011,Misc,Anne Burrell
2011,academic,12/13/2011,Academic,Lawrence Lessig
2011,us official,12/14/2011,Government,Melody Barnes
2011,actor,12/15/2011,Acting,Matt Damon
2011,photojournalist,12/5/2011,Media,Ben Lowy
2011,actor,12/6/2011,Acting,Jonah Hill
2011,actor,12/7/2011,Acting,Ralph Fiennes
2011,political figure,12/8/2011,Politician,Ed Gillespie
2011,Former Lieutenant Governor of Maryland,2/1/2011,Politician,Michael Steele
2011,economist,2/14/2011,Academic,Edward Glaeser
2011,actress,2/15/2011,Acting,January Jones
2011,journalist,2/16/2011,Media,Brian Williams
2011,political figure,2/17/2011,Politician,Ed Gillespie
2011,actor,2/2/2011,Acting,Matthew Perry
2011,journalist,2/21/2011,Media,Lisa Ling
2011,journalist,2/22/2011,Media,Anderson Cooper
2011,former secretary of defense,2/23/2011,Politician,Donald Rumsfeld
2011,economist,2/24/2011,Academic,Austan Goolsbee
2011,radio personality,2/28/2011,Media,Howard Stern
2011,ADMIRAL,2/3/2011,Military,Admiral Michael Mullen
2011,prince,3/1/2011,Politician,Prince Zeid Ra'ad
2011,actor,3/10/2011,Acting,Trey Parker & Matt Stone
2011,actor,3/10/2011,Acting,Trey Parker & Matt Stone
2011,professor,3/2/2011,Academic,Allison Stanger
2011,Author,3/21/2011,Media,Sarah Vowell
2011,author,3/22/2011,Media,T.J. English
2011,Comedian,3/23/2011,Comedy,Richard Lewis
2011,news anchor,3/24/2011,media,Bret Baier
2011,professor,3/28/2011,Academic,Dr. Mansour El-Kikhia[4]
2011,physician,3/29/2011,Science,Dr. Miguel Angelo Laporta Nicolelis[6]
2011,historian,3/3/2011,Academic,Diane Ravitch
2011,actor,3/30/2011,Acting,Jake Gyllenhaal[8]
2011,Stand-up comedian,3/31/2011,Comedy,Norm Macdonald[10]
2011,United States Senate member,3/7/2011,Politician,Rand Paul
2011,author,3/8/2011,Media,Brian Christian
2011,film actor,3/9/2011,Acting,Aaron Eckhart
2011,rock band,4/11/2011,Musician,Foo Fighters
2011,former governor of massachusetts,4/12/2011,Politician,Deval Patrick
2011,actor,4/13/2011,Acting,Tracy Morgan
2011,Comedian,4/14/2011,Comedy,Ricky Gervais
2011,journalist,4/25/2011,Media,Gigi Ibrahim
2011,us senator,4/26/2011,Politician,Elizabeth Warren
2011,us senator,4/27/2011,Politician,Bernie Sanders
2011,writer,4/28/2011,Media,William Cohan
2011,actor,4/4/2011,Acting,Billy Crystal
2011,stand-up comedian,4/5/2011,Comedy,Colin Quinn
2011,Former Governor of Arkansas,4/6/2011,Politician,Mike Huckabee
2011,celbrity chef,4/7/2011,Misc,Jamie Oliver
2011,actor,5/10/2011,Acting,Will Ferrell
2011,actor,5/11/2011,Acting,Albert Brooks
2011,actress,5/12/2011,Acting,Kristen Wiig
2011,journalist,5/16/2011,Media,Jon Ronson
2011,journalist,5/17/2011,Media,Annie Jacobsen
2011,Historian,5/18/2011,Academic,Richard Beeman
2011,EPA administrator,5/19/2011,Government,Lisa P. Jackson
2011,Lawyer,5/2/2011,Misc,Philip K. Howard
2011,television host,5/3/2011,Media,Rachel Maddow
2011,comedian,5/31/2011,Comedy,Jimmy Fallon[12]
2011,author,5/4/2011,Media,David Barton
2011,editor,5/5/2011,Media,Jon Meacham
2011,actress,5/9/2011,Acting,Keira Knightley
2011,former white house press secretary,6/1/2011,Political Aide,Bill Moyers
2011,journalist,6/13/2011,Media,Alex Prud'homme
2011,director,6/14/2011,Media,J.J. Abrams
2011,actor,6/15/2011,Acting,Trey Parker & Matt Stone
2011,actor,6/15/2011,Acting,Trey Parker & Matt Stone
2011,American football quarterback,6/2/2011,Athletics,Tim Tebow
2011,Former Mayor of New Orleans,6/20/2011,Politician,Ray Nagin
2011,actress,6/21/2011,Acting,Cameron Diaz
2011,Professor,6/22/2011,Academic,Mitchell Zuckoff
2011,journalist,6/23/2011,Media,Bruce Headlam
2011,actress,6/27/2011,Acting,Jennifer Aniston
2011,comedian,6/28/2011,Comedy,Louis C.K.
2011,actor,6/29/2011,Acting,Tom Hanks
2011,commentator,6/30/2011,Media,Bill Kristol
